,id,date,title,text
17718,EMA_PR_1833,2014-06-05,"Ranbaxy, Toansa assessment concluded : no risk to public health","European regulatory authorities have finalised their assessment of reported non-compliance with Good Manufacturing Practice (GMP) at Ranbaxy Laboratories' manufacturing site in Toansa, India that had led to the suspension of the GMP certificate for the site in the European Union (EU).Although the assessment showed that there were a number of GMP deficiencies at the concerned site, assessment of all available information has reassured European regulators that there has been no risk to public health from these deficiencies.Patients should continue to take their medicines as prescribed by their healthcare professional.European regulators also considered the corrective measures put in place by the company and were satisfied that the measures are sufficient to ensure GMP-compliant manufacture of products at the site. As a consequence, the EU authorities will reinstate the GMP certificate which was suspended in January 2014. The certificate will be re-entered into EudraGMDP, the EU database that contains GMP certificates.The assessment followed an inspection by the U.S. Food and Drug Administration (FDA) which revealed areas of non-compliance with GMP at the site. The European medicines regulatory network responded quickly to the FDA's findings, and sent a team of inspectors from Germany, Ireland and the UK, who were joined by inspectors from Switzerland and Australia to undertake an unannounced international inspection of the site.The GMP inspection concluded that appropriate corrective and preventive measures have been put in place by the manufacturer. The inspection team concluded that there was no evidence that any medicines on the EU market that have an active pharmaceutical ingredient manufactured in Toansa were of unacceptable quality or presented a risk to the health of patients taking them. This conclusion was supported by tests of samples of these medicines, all of which met the correct quality specifications.European regulatory authorities have identified the need to keep the Toansa site under close supervision and this will be done in collaboration with India and other regulatory authorities around the globe.NotesThe Toansa site had been supplying APIs for four centrally authorised medicines – Enyglid (repaglinide), Repaglinide Krka (repaglinide), Repaglinide Teva (repaglinide), and Nevirapine Teva (nevirapine) – and several non-centrally authorised medicines.Two GMP certificates have been issued by EU authorities - one covering active pharmaceutical ingredients that are used in medicines authorised in the EU, and a second certificate covering an intermediate of a finished medicine authorised in the EU. List item Ranbaxy, Toansa assessment concluded: no risk to public health (PDF/89 KB) First published: 04/06/2014 Last updated: 04/06/2014 EMA/326127/2014"
18310,EMA_NEWS_2425,2017-06-23,Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 June 2017,"Eight medicines recommended for approval, including two medicines for chronic hepatitis C virus (HCV) infectionThe European Medicines Agency's Committee for Medicinal Products for Human Use (CHMP) recommended eight new medicines for approval at its June meeting.The CHMP recommended granting marketing authorisations for Maviret (glecaprevir / pibrentasvir) and Vosevi (sofosbuvir / velpatasvir / voxilaprevir) for the treatment of chronic hepatitis C virus (HCV) infection. Both medicines were reviewed under the EU's accelerated assessment mechanism. For more information on these medicines, please see the joint press release in the grid below.Two cancer medicines received a positive opinion from the CHMP: Kisqali (ribociclib) for the treatment of locally advanced or metastatic breast cancer and Fotivda (tivozanib) for the treatment of advanced renal cell carcinoma.Mavenclad (cladribine) received a positive opinion for the treatment of relapsing forms of multiple sclerosis.One biosimilar medicine was recommended for approval by the Committee: Imraldi (adalimumab) for the treatment of rheumatoid arthritis, juvenile idiopathic arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, paediatric plaque psoriasis, hidradenitis suppurativa, Crohn's disease, paediatric Crohn's disease, ulcerative colitis and uveitis. A biosimilar medicine is a biological medicine that is highly similar to another biological medicine that is already authorised for use.Two generic medicines received a positive opinion from the CHMP: Efavirenz / Emtricitabine / Tenofovir disoproxil Mylan (efavirenz / emtricitabine / tenofovir disoproxil) for the treatment of HIV infection and Nitisinone MendeliKABS (nitisinone) for the treatment of hereditary tyrosinemia type 1.Request for re-examination of three CHMP recommendationsThe applicants for Adlumiz (anamorelin hydrochloride), Human IGG1 monoclonal antibody specific for human interleukin-1 alpha XBiotech (human IgG1 monoclonal antibody specific for human interleukin-1 alpha) and Masipro (masitinib) have requested re-examinations of the Committee's negative opinions for these medicines adopted at the May 2017 meeting. The CHMP will now re-examine these opinions and issue final opinions.For more information on these negative opinions, please see the questions-and-answers documents in the grid below.Nine recommendations on extensions of therapeutic indicationsThe Committee recommended extensions of indications for Faslodex, Harvoni, Kaletra, Mimpara, Orencia, Soliris, SonoVue, Stivarga and Victoza.Withdrawals of applicationsApplications for initial marketing authorisations for Elmisol (levamisole) and Zafiride (NGR-human tumour necrosis factor alpha) have been withdrawn.Elmisol was intended to be used to treat nephrotic syndrome, a kidney disease. Zafiride was to treat patients with advanced malignant pleural mesothelioma, a cancer of the lining of the lungs usually caused by exposure to asbestos.Questions-and-answers documents on these withdrawals are available in the grid below.Outcome of review on Symbioflor 2The CHMP has concluded that Symbioflor 2 can continue to be used for the treatment of irritable bowel syndrome in adults. However, the medicine should no longer be used more widely to treat functional gastrointestinal disorders, a group of disorders with a variety of causes that may require different treatment approaches. For more information, please see the public health communication in the grid below.Agenda and minutesThe agenda of the June 2017 meeting is published on EMA's website. Minutes of the May 2017 CHMP meeting will be published in the coming weeks.CHMP statisticsKey figures from the June 2017 CHMP meeting are represented in the graphic below. Download image in pdf format Positive recommendations on new medicinesName of medicineFotivdaINNtivozanibMarketing-authorisation applicantEusa PharmaTherapeutic indicationTreatment of adult patients with advanced renal cell carcinomaMore information Summary of opinion for Fotivda Name of medicineKisqaliINNribociclibMarketing-authorisation applicantNovartis Europharm LtdTherapeutic indicationTreatment of breast cancer More information Summary of opinion Kisqali Name of medicineMavencladINNcladribine Marketing-authorisation applicantMerck Serono Europe Limited Therapeutic indicationTreatment of relapsing forms of multiple sclerosisMore information Summary of opinion for Mavenclad Name of medicineMaviretINNglecaprevir / pibrentasvir Marketing-authorisation applicantAbbVie Ltd Therapeutic indicationTreatment of chronic hepatitis C virus (HCV) infectionMore information Summary of opinion for Maviret Press release: Two new medicines recommended for the treatment of chronic hepatitis C Name of medicineVoseviINNsofosbuvir / velpatasvir / voxilaprevirMarketing-authorisation applicantGilead Sciences International Ltd Therapeutic indicationTreatment of chronic hepatitis C virus (HCV) infectionMore information Summary of opinion for Vosevi Press release: Two new medicines recommended for the treatment of chronic hepatitis C Positive recommendations on new generic medicinesName of medicineEfavirenz/Emtricitabine/Tenofovir disoproxil MylanINNefavirenz / emtricitabine / tenofovir disoproxilMarketing-authorisation applicantMylan S.A.STherapeutic indicationTreatment of HIV infection More information Summary of opinion for Efavirenz/Emtricitabine/Tenofovir disoproxil Mylan Name of medicineNitisinone MendeliKABSINNnitisinoneMarketing-authorisation applicantMendeliKABS Europe Ltd Therapeutic indicationTreatment of hereditary tyrosinemia type 1 More information Summary of opinion for Nitisinone MendeliKABS Positive recommendation on new biosimilar medicineName of medicineImraldiINNadalimumabMarketing-authorisation applicantSamsung Bioepis UK Limited (SBUK) Therapeutic indicationTreatment of rheumatoid arthritis, juvenile idiopathic arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, paediatric plaque psoriasis, hidradenitis suppurativa, Crohn's disease, paediatric Crohn's disease, ulcerative colitis and uveitisMore information Summary of opinion for Imraldi Re-examination of recommendations for new medicines Name of medicineAdlumizINNanamorelin hydrochlorideMarketing-authorisation applicantHelsinn Birex Pharmaceuticals LtdTherapeutic indicationTreatment of anorexia, cachexia or unintended weight loss in patients with non-small cell lung cancerMore information Questions and answers on Adlumiz Name of medicineHuman IGG1 monoclonal antibody specific for human interleukin-1 alpha XBiotechINNhuman IgG1 monoclonal antibody specific for human interleukin-1 alphaMarketing-authorisation applicantXBiotech Germany GmbHTherapeutic indicationTreatment of metastatic colorectal cancerMore information Questions and answers on Human IGG1 monoclonal antibody specific for human interleukin-1 alpha XBiotech Name of medicineMasiproINNmasitinibMarketing-authorisation applicantAB ScienceTherapeutic indicationTreatment of mastocytosisMore information Questions and answers on Masipro Positive recommendations on extensions of therapeutic indications Name of medicineFaslodexINNfulvestrantMarketing-authorisation holderAstraZeneca UK Ltd More information Summary of opinion for Faslodex Name of medicineHarvoniINNledipasvir / sofosbuvirMarketing-authorisation holderGilead Sciences International Ltd More informationSummary of opinion for Harvoni Name of medicineKaletraINNlopinavir / ritonavirMarketing-authorisation holderAbbVie Ltd. More information Summary of opinion for Kaletra Name of medicineMimparaINNcinacalcetMarketing-authorisation holderAmgen Europe B.V. More information Summary of opinion for Mimpara Name of medicineOrenciaINNabataceptMarketing-authorisation holderBristol-Myers Squibb Pharma EEIG More information Summary of opinion for Orencia Name of medicineSolirisINNeculizumabMarketing-authorisation holderAlexion Europe SASMore information Summary of opinion for Soliris Name of medicineSonoVueINNsulphur hexafluorideMarketing-authorisation holderBracco International B.V. More information Summary of opinion for SonoVue Name of medicineStivarga INNregorafenibMarketing-authorisation holderBayer Pharma AG More information Summary of opinion for Stivarga Name of medicineVictoza INNliraglutideMarketing-authorisation holderNovo Nordisk A/S More information Summary of opinion for Victoza Public health recommendationName of medicineSymbioflor 2 and associated namesINNEscherichia coli bacteria (cells and autolysate)Marketing-authorisation holderSymbiopharm GmbH More informationEMA recommends that Symbioflor 2 can continue to be used for irritable bowel syndrome Outcome of arbitration procedureName of medicineAlcover 750 mg, 1250 mg, 1750 mg granulesINNsodium oxybateMarketing-authorisation holderD&A PharmaMore informationQuestions and answers on Alcover 750 mg, 1250 mg, 1750 mg granules Withdrawals of applicationsName of medicineElmisolINNlevamisoleMarketing-authorisation holderACE Pharmaceuticals BVMore information Questions and answers on Elmisol Name of medicineZafirideINNNGR-human tumour necrosis factor alphaMarketing-authorisation holderMolMed SpAMore information Questions and answers on Zafiride Other updates Recommendations on eligibility to PRIME scheme Overview of (invented) names reviewed in May 2017 by the Name Review Group (NRG) Scientific advice and protocol assistance Start of Community reviews"
18818,EMA_NEWS_2933,2020-05-05,Global regulators work towards alignment on policy approaches and regulatory flexibility during COVID-19,"In a high-level meeting on COVID-19 policies, organised by EMA under the umbrella of the International Coalition of Medicines Regulatory Authorities (ICMRA), international regulators from around the world discussed strategic issues and regulatory approaches to ensure a coordinated response to the pandemic. They stressed the need for alignment on pre- and post-authorisation regulatory requirements to facilitate the rapid development, evaluation and availability of medicines for the treatment and prevention of coronavirus disease.The participants focused on regulatory considerations and challenges related to the development of medicines and vaccines for the prevention and treatment of COVID-19. They raised concerns about multiple small, rather than large clinical trials and stressed the need for the development of priority criteria for planned trials. In addition, they called for the inclusion of vulnerable or neglected populations, such as pregnant women, children and elderly people in COVID-19 studies. The regulators reiterated that it is crucial to align on common study protocols to ensure that the results meet regulatory requirements and allow the evidence to be used to support the approval of medicines or vaccines.  Regulators also discussed the development, evaluation and use of diagnostic tests in the fight against coronavirus disease. They shared insights into diagnostic accuracy and reliability of serological tests for COVID-19 used in different countries. Meeting participants agreed to make, in collaboration with the World Health Organization, an ICMRA inventory of approved tests for COVID-19 to ensure a comparability of the results and to align regulatory approaches.In the context of the pandemic, international regulators have implemented various extraordinary measures to mitigate supply issues with medicines used for the treatment of COVID-19 patients. For instance, EMA shared information on  the work of the EU Executive Steering Group on Shortages of Medicines Caused by Major Events, which provides strategic leadership for urgent and coordinated action on shortages within the European Union and has launched the iSPOC (industry single point of contact) system to fast-track information exchange on shortages since April. In addition, EMA presented the guidance on adaptations to the regulatory framework to address challenges arising from the COVID-19 pandemic that has been jointly developed by the European Commission, EMA and the European medicines regulatory network. Other ICMRA members also presented similar policies. All participants committed to continue the exchange of information on high-level regulatory flexibilities to enhance the efficiency and effectiveness of regulatory decision-making during the current pandemic.The discussion was moderated by Guido Rasi, Chair of ICMRA and EMA’s Executive Director. This was the second in a series of bi-weekly ICMRA meetings organised to allow medicine regulators worldwide to exchange information and build synergies for expediting COVID-19 medicine and vaccine development and approval and for preventing and mitigating medicine shortages. These strategic discussions build on the knowledge and experience gained from the series of ICMRA workshops on COVID-19 medicine development held in March and April 2020. EMA and FDA are taking it in turns to chair these meetings.NoteSerological tests detect antibodies or antibody-like substances in the blood that appear when the body is responding to certain diseases."
16355,EMA_PR_0470,2006-02-08,Committee for Orphan Medicinal Products : February 2006 meeting,Contact point Media enquiries only to:Martin Harvey Allchurch Tel. (44-20) 74 18 84 27 E-mail: press@emea.eu.int
17331,EMA_PR_1446,2013-01-18,"European Medicines Agency confirms recommendation to suspend Tredaptive, Pelzont and Trevaclyn","Doctors should no longer prescribe these medicines and should review patients' treatment optionsThe European Medicines Agency's Committee for Medicinal Products for Human Use (CHMP) has confirmed the recommendation to suspend the marketing authorisations of Tredaptive, Pelzont and Trevaclyn (nicotinic acid / laropiprant) used to treat adults with dyslipidaemia (abnormally high blood levels of fats such as triglycerides and cholesterol). The CHMP decision follows the recent recommendation by the Pharmacovigilance Risk Assessment Committee (PRAC) to suspend these medicines.In the meantime, the European Commission has taken temporary measures to suspend the marketing authorisation and supply of the medicines across the European Union (EU) and the marketing authorisation holder, Merck Sharp & Dohme Ltd, has announced that it is taking steps to suspend availability of the medicines across the EU.The CHMP encourages patients currently taking these medicines to make a non-urgent appointment with their doctor to discuss their treatment. Doctors should no longer prescribe Tredaptive, Pelzont or Trevaclyn and should review patients' treatment options.The review of Tredaptive, Pelzont and Trevaclyn was initiated in December 2012 after new data from a large, long-term study called HPS2-THRIVE became available. The results of the study, which are still preliminary, indicated that taking nicotinic acid / laropiprant together with a statin has no significant additional benefit in reducing the risk of major vascular events such as heart attack and stroke, compared with statin therapy alone. In addition, a higher frequency of non-fatal but serious side effects was seen in patients taking these medicines.Having reviewed the results of the study, the CHMP concluded that the benefits of Tredaptive, Pelzont and Trevaclyn no longer outweigh the risks and that their marketing authorisations should be suspended.More information on the HPS2-THRIVE study is available below.The CHMP opinion will now be sent to the European Commission for the adoption of a legally binding decision throughout the EU.Information to patientsTredaptive, Pelzont and Trevaclyn are identical medicines used to treat adults with dyslipidaemia (abnormally high blood levels of fats such as triglycerides and cholesterol). Such treatment is ultimately aimed to reduce the risk of heart attacks, strokes and other conditions affecting the heart and blood vessels.The Agency has recommended the suspension of Tredaptive, Pelzont or Trevaclyn following the review of new evidence which indicated that the benefits of these medicines no longer outweigh their risks for patients.If you are taking Tredaptive, Pelzont or Trevaclyn you will have to discontinue treatment, as these medicines will no longer be available from the week starting on 21 January 2013.You should make a non-urgent appointment with your doctor to review your treatment.If you have any questions, you should contact your doctor or pharmacist.Information to healthcare professionalsHealthcare professionals should follow these recommendations:In light of the unfavourable benefit-risk balance of Tredaptive, Pelzont and Trevaclyn, doctors should no longer prescribe these medicines to their patients.Doctors should review their patients' treatment in order to discontinue treatment with these medicines, which will no longer be available from the week starting on 21 January 2013.Pharmacists should refer patients on new or repeated prescriptions for Tredaptive, Pelzont and Trevaclyn to the treating doctor.The Agency's recommendations are based on the new data from the HPS2-THRIVE study:The HPS2-THRIVE study was a large, long-term study involving 25,673 patients considered to be at high risk for cardiovascular events due to a history of occlusive vascular disease. Of those enrolled, 14,741 were from Europe and 10,932 were from China. Patients were followed for a median of 3.9 years.The study was designed to assess the effect of adding nicotinic acid / laropiprant to statins on a composite endpoint of major vascular events, which included the combination of coronary death, non-fatal heart attack, stroke and revascularisation. Patients were treated with simvastatin 40 mg or simvastatin 40 mg plus ezetimibe 10 mg to achieve a total cholesterol level of less than 3.5 mmol/l, and were then randomised to nicotinic acid / laropiprant or placebo. Treatment with nicotinic acid / laropiprant together with a statin did not result in a statistically significant reduction in major vascular events such as heart attack and stroke compared with statin therapy alone.An increase in the incidence of non-fatal but serious adverse events was seen. These included bleeding (intracranial and gastro-intestinal), myopathy, infections and new-onset diabetes.As taking Tredaptive, Pelzont and Trevaclyn together with a statin has no additional benefit in reducing the risk of major vascular events compared with statin therapy alone and taking into account the increased risk of serious side effects, the CHMP recommended the suspension of these medicines.More about the medicineTredaptive, Pelzont and Trevaclyn contain two active substances: nicotinic acid (1,000 mg) and laropiprant (20 mg). They are available as modified release tablets (meaning that the two active substances are released at different rates over a few hours).Tredaptive, Pelzont and Trevaclyn are identical medicines authorised throughout the EU on 3 July 2008 for the treatment of dyslipidaemia in combination with a statin when statin treatment alone is not sufficient, or alone in patients unable to take statins. The medicine has been marketed under one of these trade names by Merck Sharp & Dohme Ltd in all EU Member States, except Bulgaria, France and Romania.The two active substances, nicotinic acid and laropiprant, have different functions. Nicotinic acid is a naturally occurring substance used in low doses as a vitamin (known as niacin or vitamin B3). In higher doses, it reduces the levels of fat in the blood via a mechanism that is not fully understood. It was first used as a medicine to modify blood fat levels in the mid-1950s, but its use has been limited because of its side effects, particularly flushing (reddening of the skin). Laropiprant has no effect on cholesterol but it reduces flushing, by blocking the receptors for a substance called 'prostaglandin D2' which is released when nicotinic acid is taken and which dilates (widens) the blood vessels in the skin.More about the procedureThe review of Tredaptive, Pelzont and Trevaclyn was initiated at the request of the European Commission on 19 December 2012, under Article 20 of Regulation (EC) No 726/2004 following the procedural steps laid out in Article 107j and 107k of Directive 2001/83/EC. The European Commission asked the Agency to assess the impact of the new data from the HPS2-THRIVE study, and to issue an opinion on whether the marketing authorisation for these medicines should be maintained, varied, suspended or withdrawn across the EU.A review of these data was first conducted by the Pharmacovigilance Risk Assessment Committee (PRAC). The PRAC recommendations were sent to the Committee for Medicinal Products for Human Use (CHMP), responsible for all questions concerning medicines for human use, which adopted the Agency's final opinion. Further information on the PRAC recommendation and the background to this review can be found on Agency's website.The CHMP opinion will now be forwarded to the European Commission, which will issue a final decision in due course.NoteThis document now includes information that the European Commission has taken temporary measures to suspend the marketing authorisation and supply of the medicines across the European Union. List item European Medicines Agency confirms recommendation to suspend Tredaptive, Pelzont and Trevaclyn (PDF/84.28 KB) First published: 18/01/2013 Last updated: 18/01/2013 EMA/CHMP/21862/2013 Rev"
18279,EMA_NEWS_2394,2017-04-21,Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 April 2017,"Eleven medicines recommended for approval, including four orphansThe European Medicines Agency's Committee for Medicinal Products for Human Use (CHMP) recommended eleven medicines for approval at its April meeting.The CHMP recommended granting marketing authorisations for two orphan medicines to treat rare neurodegenerative conditions in children: Spinraza (nusinersen) to treat patients with spinal muscular atrophy (SMA) and Brineura (cerliponase alfa) to treat neuronal ceroid lipofuscinosis type 2 (CLN2) disease. Both medicines were reviewed under EMA's accelerated assessment programme. For more information on these medicines, please see the press releases in the grid below.Besponsa (inotuzumab ozogamicin) received a positive opinion from the Committee for the treatment of acute lymphoblastic leukaemia. Besponsa has an orphan designation.The CHMP granted a positive opinion for Kevzara (sarilumab) for the treatment of rheumatoid arthritis.Skilarence (dimethyl fumarate) received a positive opinion from the Committee for the treatment of psoriasis.One hybrid application, Cuprior (trientine tetrahydrochloride), received a positive opinion for the treatment of Wilson's disease, a rare autosomal recessive inherited disorder. Hybrid applications rely in part on the results of pre-clinical tests and clinical trials for a reference product and in part on new data. Cuprior has an orphan designation.Three biosimilar medicines were recommended for approval by the Committee: Erelzi (etanercept) for the treatment of rheumatoid arthritis, juvenile idiopathic arthritis, psoriatic arthritis, axial spondyloarthritis, plaque psoriasis and paediatric plaque psoriasis; and Rixathon and Riximyo, both containing rituximab, for the treatment of non-Hodgkin's lymphoma, rheumatoid arthritis, granulomatosis with polyangiitis and microscopic polyangiitis. Rixathon is also intended for the treatment of chronic lymphocytic leukaemia. A biosimilar medicine is a biological medicine that is highly similar to another biological medicine that is already authorised for use.Two generic medicines received a positive opinion from the CHMP: Febuxostat Mylan (febuxostat) for the prevention and treatment of hyperuricaemia and Ucedane (carglumic acid) for the treatment of hyperammonaemia due to N-acetylglutamate synthase primary deficiency.Three recommendations on extensions of therapeutic indicationsThe Committee recommended extensions of indications for Avastin, Celsentri and Opdivo.Withdrawal of applicationAn application for an initial marketing authorisation for Solithromycin Triskel EU Services (solithromycin) has been withdrawn. This medicine was intended for the treatment of community-acquired pneumonia, inhaled anthrax and inhaled tularaemia. A questions-and-answers document on this withdrawal is available in the grid below.Agenda and minutesThe agenda of the April 2017 meeting is published on EMA's website. Minutes of the March 2017 CHMP meeting will be published next week.CHMP statisticsKey figures from the April 2017 CHMP meeting are represented in the graphic below.More information on all other outcomes of the CHMP's April 2017 meeting is available in the grid below. Download image in pdf format Positive recommendations on new medicinesName of medicineBesponsaInternational non-proprietary name (INN)inotuzumab ozogamicinMarketing-authorisation applicantPfizer LimitedTherapeutic indicationTreatment of acute lymphoblastic leukaemiaMore information Summary of opinion for Besponsa Name of medicineBrineuraINNcerliponase alfaMarketing-authorisation applicantBioMarin International LimitedTherapeutic indicationTreatment of neuronal ceroid lipofuscinosis type 2 (CLN2) diseaseMore information Summary of opinion for Brineura Press release: New medicine for rare neurodegenerative disorder in children Name of medicineCupriorINNtrientine tetrahydrochlorideMarketing-authorisation applicantGMP-Orphan SATherapeutic indicationTreatment of Wilson's diseaseMore information Summary of opinion for Cuprior Name of medicineKevzaraINNsarilumabMarketing-authorisation applicantSanofi-Aventis groupeTherapeutic indicationTreatment of rheumatoid arthritisMore information Summary of opinion for Kevzara Name of medicineSkilarenceINNdimethyl fumarateMarketing-authorisation applicantAlmirall S.ATherapeutic indicationTreatment of psoriasisMore information Summary of opinion for Skilarence Name of medicineSpinrazaINNnusinersenMarketing-authorisation applicantBiogen Idec LtdTherapeutic indicationTreatment of spinal muscular atrophyMore information Summary of opinion for Spinraza Press release: First medicine for spinal muscular atrophy Positive recommendation on new generic medicinesName of medicineFebuxostat MylanINNfebuxostatMarketing-authorisation applicantMYLAN S.A.STherapeutic indicationPrevention and treatment of hyperuricaemiaMore information Summary of opinion for Febuxostat Mylan Name of medicineUcedaneINNcarglumic acidMarketing-authorisation applicantLucane Pharma - ParisTherapeutic indicationTreatment of hyperammonaemia due to N-acetylglutamate synthase primary deficiencyMore information Summary of opinion for Ucedane Positive recommendations on new biosimilar medicinesName of medicineErelziINNetanerceptMarketing-authorisation applicantSandoz GmbHTherapeutic indicationTreatment of rheumatoid arthritis, juvenile idiopathic arthritis, psoriatic arthritis, axial spondyloarthritis, plaque psoriasis and paediatric plaque psoriasisMore information Summary of opinion for Erelzi Name of medicineRixathonINNrituximabMarketing-authorisation applicantSandoz GmbHTherapeutic indicationTreatment of non-Hodgkin's lymphoma, chronic lymphocytic leukaemia, rheumatoid arthritis, granulomatosis with polyangiitis and microscopic polyangiitisMore information Summary of opinion for Rixathon Name of medicineRiximyoINNrituximabMarketing-authorisation applicantSandoz GmbHTherapeutic indicationTreatment of non-Hodgkin's lymphoma, rheumatoid arthritis, granulomatosis with polyangiitis and microscopic polyangiitisMore information Summary of opinion for Riximyo Positive recommendations on extensions of therapeutic indicationsName of medicineAvastinINNbevacizumabMarketing-authorisation holderRoche Registration LimitedMore information Summary of opinion for Avastin Name of medicineCelsentriINNmaravirocMarketing-authorisation holderViiV Healthcare UK LimitedMore information Summary of opinion for Celsentri Name of medicineOpdivoINNnivolumabMarketing-authorisation holderBristol-Myers Squibb Pharma EEIGMore information Summary of opinion for Opdivo Outcomes of harmonisation proceduresName of medicineEtopophos and associated namesINNetoposideMarketing-authorisation holderBristol-Myers Squibb group of companies and associated companiesMore informationQuestions and answers on Etopophos and associated names Name of medicineVepesid and associated namesINNetoposideMarketing-authorisation holderBristol-Myers Squibb group of companies and associated companiesMore informationQuestions and answers on Vepesid and associated names Withdrawal of applicationName of medicineSolithromycin Triskel EU ServicesINNsolithromycinMore informationQuestions and answers on Solithromycin Triskel EU Services Other updates Recommendations on eligibility to PRIME scheme Overview of (invented) names reviewed in March 2017 by the Name Review Group (NRG) Scientific advice and protocol assistance Start of Community reviews"
16080,EMA_PR_0178,2000-11-10,Committee for veterinary medicinal products : 60th meeting,"Contact point Peter G.H. JonesHead, Veterinary Medicines Evaluation Unit"
17115,EMA_PR_1230,2012-03-05,European Medicines Agency publishes updated set of mandatory Article 57(2) requirements for marketing authorisation holders,"Mandatory data set to be submitted by 2 July 2012The European Medicines Agency has published an updated set of mandatory requirements for marketing authorisation holders to comply with Article 57(2), one of the key measures of the new pharmacovigilance legislation. The Agency has considerably reduced the number of data fields initially required in the format published on 2 July 2011, thus significantly reducing the administrative burden and helping marketing authorisation holders to meet their legal deadline of 2 July 2012.The Agency will continue to support marketing authorisation holders on the data submission process through online and face-to-face training and a dedicated helpdesk. An online data entry tool (EVWEB) hosted by the Agency to facilitate data submission by small and medium-sized enterprises was also released into production today.Article 57(2) of the new pharmacovigilance legislation requires the Agency to establish lists of all human medicines authorised in the European Union (EU), based on structured data submitted by the marketing authorisation holders of these medicines. These lists will assist the Agency in the coordination of pharmacovigilance activities and the protection of public health by facilitating clear identification of medicines in reports on adverse reactions and of medicines affected by a safety review.Since the initial publication of the requirements in July 2011, the Agency has listened carefully to all stakeholders and looked at how the mandatory data set could be reduced while ensuring that the public-health goals of the legislation and patient safety are not compromised. These goals have been successfully achieved and have resulted in a reduction in the number of data fields which are mandatory.In January 2012, the Agency held a workshop with EU pharmaceutical industry associations for human medicines. During this workshop, stakeholders were supportive of the Agency's proposal for an updated set of mandatory data for submission by 2 July 2012. A summary of the workshop is available on the Agency's website.The Agency will work with stakeholders throughout 2012 on further defining requirements for data maintenance, submission of structured substance information and the implementation of ISO IDMP standards, a set of internationally harmonised specifications for the unique identification of medicines.NotesMore information on the revised Article 57 requirements is available in the summary note: Article 57(2) requirements: information to marketing authorisation holders on the revised format for electronic submission of information on medicines .The revised legal notice on the implementation of Article 57(2), second subparagraph of Regulation (EC) No 726/2004, together with the format (detailed guidance and XEVMPD messaging schemas) of the electronic submission of information on medicinal products for human use by marketing authorisation holders to the European Medicines Agency and a frequently asked questions document are available: Documents for electronic submission of information on medicines. Working examples are included in the detailed guidance.For any questions on the implementation of Article 57(2), marketing authorisation holders are advised to use the Agency's dedicated mail box: art57@ema.europa.eu and dedicated helpline +44 (0)20 7523 7010.Information on training and how to register to submit data to the Agency are available: Registration and training.The summary of the workshop held on 30 January 2012 is available: European Medicines Agency workshop with European Union pharmaceutical industry associations on the implementation of Article 57(2), second subparagraph of Regulation (EC) No. 726/2004. List item European Medicines Agency publishes updated set of mandatory Article 57(2) requirements for marketing authorisation holders (PDF/48.11 KB) First published: 05/03/2012 Last updated: 05/03/2012 EMA/139333/2012"
15988,EMA_PR_0079,1998-06-03,Eighteenth Meeting of the Management Board,List item Eighteenth Meeting of the Management Board (PDF/21.07 KB) First published: 03/06/1998 Last updated: 03/06/1998 EMEA/MB/015/98
17956,EMA_NEWS_2071,2015-07-28,EMA to encourage use of scientific advice for post-authorisation safety studies,"12-month pilot will support design of high-quality safety studiesThe European Medicines Agency (EMA) is launching a 12-month pilot to encourage companies to seek scientific advice for post-authorisation safety studies (PASS) for medicines. This voluntary, optional procedure will help to improve the design of studies meant to collect further information on a medicine's safety once it is on the market. This pilot will build on the expertise of the Agency's Pharmacovigilance Risk Assessment Committee (PRAC).The main focus of the pilot will be non-imposed PASS, i.e. studies which are not a condition to the marketing authorisation.EMA, through its Scientific Advice Working Party (SAWP), provides scientific advice to companies during the development of their medicines to help them design trials that are scientifically sound and generate robust data for the benefit-risk assessment of medicines. This new scientific advice procedure will systematically involve PRAC. The membership of the SAWP will be extended to include at least two PRAC delegates plus alternates, adding specific expertise in pharmacoepidemiology to the competences of the SAWP. The scientific advice for the PASS protocols will be agreed by the PRAC.The PRAC currently endorses the protocols of imposed PASS studies and can review protocols of non-imposed PASS. With this pilot, EMA is offering an additional option for companies to ask specific questions on the design of their studies through scientific advice earlier on, or at any other stage of the development of the protocol of these studies. This should result in efficiency gains throughout the process, allow a more intensive interaction with companies and help shorten protocol review times.In this pilot, requesting scientific advice should assist the developers in putting together safety studies which are of high quality and can provide useful information on a medicine in a real-life setting, in the interest of patients. Overall, the pilot will foster a more integrated approach to the planning of safety, efficacy and quality studies during the lifecycle of a medicine.EMA is publishing updated questions and answers to give more details on this procedure, as well as the companies should send to the Agency to submit a request for scientific advice."
