id	internal_berec_id	date	text_type	title	text	url
BEREC_UNK_0025	8237	2021-04-14	UNK	Sharing regulatory best practices between Europe and Africa: BEREC at the ITU symposium	Sharing regulatory best practices between Europe and Africa: BEREC at the ITU symposium 14 April 2021 Tweet On 14 April 2021, BEREC, represented by the Chair Michel Van Bellinghen and the incoming Chair 2022 Annemarie Sipkes, virtually joined the roundtable discussions on the regulatory dialogue across Europe and Africa, organised by the International Telecommunication Union (ITU). The BEREC Chair Michel Van Bellinghen (BIPT, Belgium) focused on the strategies, policies, experiences and challenges in sharing regulatory best practices between Europe and Africa. He highlighted the efforts of BEREC to reach out and engage in dialogue with regional organisations and National Regulatory Authorities (NRAs) beyond the European Union (EU). This also includes Africa more recently. Michel Van Bellinghen said that regulatory cooperation between BEREC and African Regulators is growing in importance since Africa has a booming electronic communications sector. In 2018, the Policy and Regulatory Initiative for Digital Africa (PRIDA), a joint initiative of the African Union (AU), the EU, and the ITU, was launched to enable legal and regulatory framework development across Africa. BEREC has acknowledged this initiative in its Strategy 2021-2025 and its Work Programmes and has committed itself to support this project. During the forum, the BEREC Chair also pointed out that the COVID-19 crisis has taught the importance of connectivity and that it cannot be underestimated. It should be widely recognised that the telecommunications sector has demonstrated its vital role for societies and economies in Europe and Africa. One of the most pressing issues that the pandemic has shown to the regulators and policymakers is the importance of addressing the so-called digital divide. Promoting full connectivity for all citizens in both continents is one of the main missions arising from this crisis.  BEREC is currently conducting a study on which measures NRAs can take to contribute to further closing the digital divide. The incoming BEREC Chair 2022 Annemarie Sipkes (ACM, the Netherlands) joined a discussion on the regional perspectives for the regulation of digital transformation and discussed the acceleration of inclusive connectivity, access and use, which is a part of BEREC priorities. She said that “BEREC contributes to digital connectivity through evidence based regulation and continuous dialogue.” The empowerment of end-users is especially relevant for inclusive connectivity. Here, the incoming Chair referred to the BEREC study on consumer behaviour and attitudes towards Digital Platforms, which will be published later this spring. She mentioned that it is essential to gain an evidence-based understanding of the interaction between the consumers and the digital platforms. She further presented examples of the work of BEREC in line with its strategic priorities. To promote full connectivity, BEREC will analyse the regulatory treatment for backhaul this year. In addition, to the support of sustainable and open digital markets, BEREC is working on harmonising the definitions for the over-the-top services' indicators.   About the event The “21st Global Symposium for Regulators: Regional Regulatory Roundtable for Europe and Africa” organised by the ITU gathered NRAs, regulatory associations and other international organisations from the two continents. The main aim of the event was to identify the key regulatory priorities at the regional level and foster regulatory dialogue across Europe and Africa.	https://berec.europa.eu/eng/news_and_publications/whats_new/8237-sharing-regulatory-best-practices-between-europe-and-africa-berec-at-the-itu-symposium
BEREC_UNK_0026	8228	2021-04-07	UNK	BEREC opens the registration for the workshop on the market entry in the context of the Digital Markets Act	BEREC opens the registration for the workshop on the market entry in the context of the Digital Markets Act 07 April 2021 Tweet To collect input from startups and digital companies’ associations and the key potential challengers to the digital gatekeepers on contestability, on 28 April 2021 from 14:00 to 16:30 CEST, BEREC will hold the workshop on the market entry in the context of the Digital Markets Act (DMA). BEREC invites stakeholders and any other parties with an interest on this issue to register for the workshop on the BEREC website. The BEREC Chair 2021 Michel Van Bellinghen will open the event and together with the Co-chairs of the Market and Economic Analysis Working Group Chiara Caccinelli and Jorge Infante who will introduce the audience to the topic. The workshop will be held in two sessions. In the first session, the Head of E-commerce and Platforms Unit at the DG CONNECT (EC) Prabhat Agarwal will introduce how the DMA may address the market entry issues. The ITRE Committee rapporteur on the Opinion on the DMA Carlos Zorrinho will lay out the European Parliament’s state of play regarding the DMA. The second session will feature a stakeholders’ round table with industry associations and alternative platforms presenting their positions. The round table will focus on the factors that may limit competition and the necessary DMA improvements to ensure the market contestability. The workshop will be concluded with a round of questions and answers. BEREC invites stakeholders to send questions to the speakers in advance - by submitting in the registration form, or sending to Workshop@berec.europa.eu. The online event will be live-streamed via the dedicated streaming platform with live captioning. The participants will also have the opportunity to engage live by writing their questions in the dedicated Q&A chat-box. BEREC strongly encourages interested stakeholders and any other parties to participate in the public consultation on its draft report on the ex-ante regulation of digital gatekeepers by 4 May 2021, COB.	https://berec.europa.eu/eng/news_and_publications/whats_new/8228-berec-opens-the-registration-for-the-workshop-on-the-market-entry-in-the-context-of-the-digital-markets-act
BEREC_UNK_0027	8224	2021-04-06	UNK	BEREC publishes the first summary report in 2021 on the status of internet network capacity, regulatory and other measures in light of the Covid-19 crisis 	BEREC publishes the first summary report in 2021 on the status of internet network capacity, regulatory and other measures in light of the Covid-19 crisis 06 April 2021 Tweet Following the COVID-19 pandemic, BEREC started a special reporting mechanism to ensure regular monitoring of the Internet traffic situation in each Member State. BEREC just published its first quarterly overview of 2021. In the first three months of 2021, the traffic on fixed and mobile networks have increased during the Covid-19 crisis; however, no major congestion issues have ever been reported – says the new BEREC summary report, published on 6 April 2021. The published report summarises the main updates of an ongoing information-gathering exercise, and includes the most recent data provided to BEREC by its constituent National Regulatory Authorities (NRAs) as of 30 March 2021 to indicate the overall status on internet capacity in their respective countries. Four NRAs have provided updates of substance on the status of internet capacity in their Member State, while 22 NRAs have explicitly mentioned that either the situation remains stable or there is nothing new to report. The National Regulatory Authorities also have responded to the BEREC request on the telecommunications networks' overall status in their respective countries, based on a traffic lights categorisation. All the NRAs reported that networks are working well; Covid-19 is not creating issues for Internet Authentication Service's (IAS) availability or general quality. BEREC will continue the monthly information-gathering exercise. In case of a sufficient amount of new information from NRAs, BEREC will publish the summary report every month.  Otherwise, the standard publication periodicity will be quarterly.	https://berec.europa.eu/eng/news_and_publications/whats_new/8224-berec-publishes-the-first-summary-report-in-2021-on-the-status-of-internet-network-capacity-regulatory-and-other-measures-in-light-of-the-covid-19-crisis
BEREC_UNK_0028	8204	2021-03-26	UNK	BEREC launches an early stakeholder input on the Work Programme 2022	BEREC launches an early stakeholder input on the Work Programme 2022 26 March 2021 Tweet During the BEREC Public debriefing on the outcomes of the 46th BEREC ordinary meetings held on 17 March 2021, the incoming BEREC Chair 2022 Annemarie Sipkes (ACM, the Netherlands) announced an early call for input on the BEREC Work Programme 2022. Already earlier this year, BEREC adopted the Outline BEREC Work Programme 2022, which is reflecting  the objectives of BEREC's work in the upcoming year. The objectives of BEREC's work in 2022 continue to be based on the mandatory tasks stemming from the European Electronic Communications Code (EECC) and its four main goals coming out of Article 3 (2) EECC: Promoting connectivity and access to very high capacity networks, Promoting competition and efficient investment, Contributing to the development of the internal market, Promoting the interest of the citizens of the Union. Consistently implementing the EECC continues to be at the forefront of BEREC's work. The BEREC Strategy 2021-2025 and its high-level strategic priorities will be fundamental for meeting the objectives and the work that BEREC will undertake in 2022 overall. Furthermore, BEREC is committed to serving as a body for thoughtful and proactive debate that provides advice to the European Parliament, the Council and the European Commission in the field of electronic communications. Similarly, BEREC seeks to engage cooperatively and effectively with stakeholders. The Outline Work Programme 2022 also considers the preparation for the new challenges ahead resulting from political, economic and technological developments as an essential task – such as the Green Deal and the Agenda 2030 to foster sustainability. The incoming BEREC Chair encourages all stakeholders and interested parties to provide their views and contributions to the Work Programme 2022. Please forward your input via e-mail to BEREC-WP-2022@berec.europa.eu before 19 April 2021 (EoB). Input should contain: The title of the proposal, Which of BEREC’s proposed high-level strategic priorities, set out in the draft Strategy 2021-25, the project is intended to address, A short description of the project, which will allow BEREC to adequately consider its merits; which developments the project is to address, The name of the proposer, the organisation and contact details. In line with the practice of previous years and in accordance with Article 21 of the BEREC Regulation, the draft BEREC Work Programme 2022 will be consulted with the European Parliament, the Council and the Commission on their priorities and will be subject to a public consultation. The public consultation will run for a four-week period in October and November 2021. The final BEREC Work Programme 2022 will be adopted at the final BEREC Board of Regulators meeting of the year, in December 2021. BEREC will publish and transmit the annual work programme to the European Parliament, the Council and the Commission as soon as it is adopted.	https://berec.europa.eu/eng/news_and_publications/whats_new/8204-berec-launches-an-early-stakeholder-input-on-the-work-programme-2022
BEREC_UNK_0029	8208	2021-03-26	UNK	BEREC contributes to the Connectivity Toolbox	BEREC contributes to the Connectivity Toolbox 26 March 2021 Tweet Today, Member States agreed on a final list of best practices to help reach the Gigabit connectivity goals by 2025 and promote full connectivity. The publication of the Connectivity Toolbox kicks off the final step in the European Commission Connectivity Recommendation process, which is the implementation of identified measures. By 30 April 2021, each Member State should provide the Commission with a roadmap for implementing the Toolbox. In parallel to the Member states, the BEREC experts contributed to the Connectivity Recommendation process since its publication on 18 September 2020. During a joint workshop of BEREC and the Cost Reduction Sub-group of the Connectivity Special Group of COCOM, the BEREC experts presented their national experiences and best practices relevant for the Toolbox of the Connectivity Recommendation. The workshop focused on best practices concerning reduction of the cost and increase of the speed of deploying electronic communications networks, in particular, very high capacity networks.  Broadband Cost Reduction Directive The Recommendation calls on the Member States to identify and share a toolbox of best practices to speed up and lower the cost of very high capacity network roll-out and to ensure timely and investment-friendly access to 5G radio spectrum. The Toolbox aims to contribute to the Member States' preparation of their intended reforms in the context of the recovery and resilience plans in the area of digital, to which 20% of the funds have to be allocated. In the past years, BEREC has been actively working on implementing the Broadband Cost Reduction Directive (BCRD) and has published several reports related to this topic. In light of the planned review of the BCRD by the European Commission, BEREC also provided its expertise to the Commission, based on the experience of its members, in particular as a dispute settlement body and single information point at the national level. The BEREC Opinion on the Revision of the Broadband Cost Reduction Directive was published on 16 March 2021. In line with BEREC’s strategic priority of promoting full connectivity throughout Europe, BEREC highly supports this process, which will boost investment in very high-capacity broadband connectivity infrastructure, including 5G, on a European-wide level. BEREC prioritises work that improves the general conditions for the expansion and take-up of secure, competitive and reliable high-capacity networks (both fixed and wireless) across Europe while ensuring a smooth transition from legacy infrastructures.	https://berec.europa.eu/eng/news_and_publications/whats_new/8208-berec-contributes-to-the-connectivity-toolbox
BEREC_UNK_0030	8165	2021-03-16	UNK	BEREC’s Opinion on the revision of the Broadband Cost Reduction Directive	BEREC’s Opinion on the revision of the Broadband Cost Reduction Directive 16 March 2021 Tweet After the diligent work, the Board of Regulators adopted and published the BEREC Opinion on the Broadband Cost Reduction Directive (BCRD) revision. It is based on previous work related to this topic and the experiences gained by National Regulatory Authorities (NRAs) with the BCRD, particularly as a dispute settlement body and single information point at a national level.  BEREC considers that access to existing physical infrastructure and coordination of civil works are important in order to reduce the costs and increase the speed of deploying high-speed electronic communications networks. However, network operators of other sectors and the electronic communications sector are often not interested in sharing their physical infrastructure with (other) electronic communications network operators. Therefore, the Board of Regulators agrees with the European Commission that the principle of the dispute settlement process is very important. Moreover, BEREC sees that the NRAs can play a vital role in this process at the national level. BEREC also endorses the NRAs role in performing the Single Information Point (SIP) functions that ensure transparency on the existing physical infrastructure available, at least for the NRAs which already perform the function of the SIP.  Wireless networks and sustainability The BEREC Opinion also focuses on the topics requested by the European Commission, such as wireless networks (e.g. 5G) and sustainability aspects. The European Commission has identified digital technologies as a critical enabler for attaining the sustainability goals of 'the European Green Deal' in many different sectors. It has also committed to assessing the need for incentives to promote the deployment of more sustainable electronic communications networks as part of the ICT sector's efforts to undergo its green transformation. BEREC emphasises that the coordination of civil works and joint use of existing physical infrastructure might reduce the environmental impact of electronic communications networks deployment. In line with BEREC's strategic priority of promoting full connectivity throughout Europe, BEREC highly supports the investment in very high-capacity broadband connectivity infrastructure, including 5G, on a European-wide level. BEREC prioritises work that improves the general conditions for the expansion and take-up of secure, competitive and reliable high-capacity networks (both fixed and wireless) across Europe, while ensuring a smooth transition from legacy infrastructures.  Shaping Europe's Digital Future In June 2020, the European Commission published a roadmap concerning the revision of the BCRD. The revision is part of the actions announced in the European Commission's Communication 'Shaping Europe's Digital Future'. For digital infrastructure and networks alone, the EU has an investment gap of EUR 65 billion per year. Despite the mobilised national and EU funding resources, it is crucial to further reduce network deployment cost, including for fibre and 5G networks. The Directive aims to facilitate and incentivise the roll-out of high-speed electronic communications networks by promoting the joint use of existing physical infrastructure and enabling a more efficient deployment of new physical infrastructure, in order that such networks can be rolled-out at lower cost.	https://berec.europa.eu/eng/news_and_publications/whats_new/8165-berecs-opinion-on-the-revision-of-the-broadband-cost-reduction-directive
BEREC_UNK_0031	8130	2021-03-09	UNK	Registration for the 9th BEREC Stakeholder Forum is open	Registration for the 9th BEREC Stakeholder Forum is open 09 March 2021 Tweet On 1 April 2021, BEREC will hold its annual Stakeholder Forum to exchange ideas with stakeholders on BEREC’s work and plans for 2022 and discuss topics relevant to the telecommunications market (REGISTER HERE). The Director of the United Nations Statistics Division Stefan Schweinfest will kick off the annual BEREC stakeholder Forum with a keynote speech on how 5G can contribute to the UN Sustainable Development Goals (SDG). In 2015, the UN defined and adopted the Sustainable Development Goals to ensure everyone everywhere is integrated into the global economy and substantially improves their quality of life, health and wealth. The rapidly growing 5G and very high capacity networks can help achieve the SDGs, from an inclusive society to ensuring decent work and economic growth. 5G is one of BEREC's strategic priorities set out in its strategy for 2021-2025. The BEREC Vice-Chair Dan Sjöblom (PTS, Sweden) will present the essential aspects of regulation involved in the 5G ecosystem to the audience. BEREC developed the so-called 5G radar – a project to help National Regulatory Authorities anticipate the issues involved and support the pace of innovation. This project aims to anticipate any changes to regulation that may be required to keep pace with innovation. To continue on the topic of future opportunities and challenges, DG CONNECT Director Rita Wezenbeek will touch upon the Digital Decade Communication, expected to be adopted in March. It sets out EU targets for 2030, with emphasis on the digital and green transition. The proposed Communication aims at charting the pathway to a common digital decade vision for the EU, Member States, and most importantly, citizens. Is there sufficient information for end-users to make informed choices and are the end-users able to easily switch their provider of electronic communications services? This will be the main question to that the BEREC Chair Michel Van Bellinghen (BIPT, Belgium) would like to tackle  during the Stakeholder Forum. He will outline BEREC’s upcoming stakeholder engagement to kick off  the BEREC Opinion on the market and technological developments and their impact on the application of end-users rights. BEREC's future aims are to play an essential role in further improving the consistency and harmonised application of regulatory rules, enhancing its working methodology, and engaging cooperatively and effectively with stakeholders. The outline for the draft BEREC Work Programme 2022 was adopted in January 2021. The incoming Chair Annemarie Sipkes (ACM, The Netherlands) will elaborate more on the work planned for BEREC next year and will underline stakeholders' role in better understanding their perspectives and concerns regarding the common key challenges. Sustainability is an essential horizontal principle that remains high on the radar of BEREC’s work overall. The Co-chair of the BEREC Sustainability Working Group Anaïs Aubert will present the current work and challenges of European regulators to the stakeholders. Traditionally, the Director of Cullen International Philippe Defraigne will moderate the BEREC Stakeholder Forum. He will also facilitate the stakeholders' engagement with the BEREC Chairs and other speakers by taking on board both sent-in and live questions. The 9th BEREC Stakeholder Forum will be held online and livestreamed with the opportunity to ask questions live. BEREC invites stakeholders to register their interest in the event and send questions to the speakers before the event to press@berec.europa.eu by 30 March 2021.	https://berec.europa.eu/eng/news_and_publications/whats_new/8130-registration-for-the-9th-berec-stakeholder-forum-is-open
BEREC_UNK_0032	8114	2021-03-08	UNK	Registration to the first BEREC public debriefing is open	Registration to the first BEREC public debriefing is open 08 March 2021 Tweet On 17 March 2021 BEREC will hold its first public debriefing to present the 46th BEREC plenary meeting outcomes. Together with the Working Group co-Chairs the BEREC Chair 2021 Michel Van Bellinghen (BIPT, Belgium) will present the documents adopted for publication and public consultations. The incoming BEREC Chair 2022 Annemarie Sipkes (ACM, the Netherlands) will invite stakeholders to contribute early inputs to the BEREC Work Programme 2022.  During the event the speakers will present:  BEREC Opinion on the revision of the Broadband Cost Reduction Directive;  For a swift, effective and future-proof regulatory intervention: BEREC Opinion on the European Commission’s proposal for a Digital Markets Act ; BEREC Guidelines on Geographical surveys of network deployments regarding the consistent implementation of Article 22 (2), 22 (3) and 22 (4).  BEREC Chair will also launch the public consultations on the following documents:  Draft BEREC Report on the harmonised definitions for indicators regarding Over-The-Top (OTT) services, relevant to electronic communication markets;  Draft BEREC Report on the ex-ante regulation of digital gatekeepers;  Draft BEREC Report on how to handle third-party payment charges on mobile phone bills. The BEREC documents adopted will be available on our homepage a day before the public debriefing, on 16 March 2021. It will enable stakeholders to prepare questions to the speakers in advance. The list of publicly available documents will be also available on the BEREC website.  IMPORTANT: The event will be online, and the stakeholders are invited to register their interest to participate and ask questions in the registration form. The event will be streamed via the dedicated streaming platform, also providing the live captioning. On the day of the event, the link to the public debriefing will be published on the BEREC website. The registered participants will receive detailed instructions on how to use the streaming platform for engagement with the speakers on the day of the event. Questions to the speakers can be asked during the event by using the live Q&A chat-box on the platform. Questions that are more complex can be sent in advance, by 15 March 2021 EoB to press@berec.europa.eu.	https://berec.europa.eu/eng/news_and_publications/whats_new/8114-registration-to-the-first-berec-public-debriefing-is-open
BEREC_UNK_0033	8099	2021-03-03	UNK	BEREC invites stakeholders to early inputs for Work Programme 2022	BEREC invites stakeholders to early inputs for Work Programme 2022 03 March 2021 Tweet BEREC’s future aims are to play an essential role in further improving the consistency and harmonised application of regulations rules, to enhance its working methodology and engage cooperatively and effectively with stakeholders. The outline for the draft BEREC Work Programme 2022 has been adopted and submitted for consultation to the European Parliament, the Council and the Commission. It stems from the BEREC Strategy 2021-2025 and will continue BEREC’s current workflow.  The BEREC Chair Michel Van Bellinghen emphasises: “BEREC’s current focus lies on the promotion of full connectivity, which means prioritising work that improves the general conditions for the expansion and take-up of secure, competitive and reliable high-capacity networks, both fixed and wireless, across Europe. Given that increased connectivity should trigger the demand for high-quality services on the part of end-users, BEREC continues its efforts to promote choice and empowerment for end-users. Furthermore, BEREC is also concentrating its efforts on supporting a sustainable and open functioning of digital markets by exploring issues regarding digital service providers and end-users in the digital market.” To allow early stakeholder’ engagement in the BEREC Work Programme 2022 and encourage a discussion on BEREC’s future work, on 1 April 2021 BEREC will hold the online Stakeholder Forum.  The incoming BEREC Chair 2022, Annemarie Sipkes (ACM, The Netherlands), points out, that “we find it very important to continue the dialogue with our stakeholders to better understand their perspectives and concerns regarding our common key challenges. This will allow us to shape an ambitious and relevant BEREC WP 2022.” The event will be live-streamed, enabling the stakeholders to engage with the speakers via live chat. More information about speakers, discussion panels, and the registration will follow.  As in previous years, the BEREC Work Programme 2022 will be subject to public consultation. The public consultation will run for four weeks in October and November 2021. The final BEREC Work Programme 2022 will be discussed and adopted in December 2021.	https://berec.europa.eu/eng/news_and_publications/whats_new/8099-berec-invites-stakeholders-to-early-inputs-for-work-programme-2022
BEREC_UNK_0034	8072	2021-02-23	UNK	5G is a significant economic growth driver	"5G is a significant economic growth driver 23 February 2021 Tweet The 5G rollout and deployment in Europe and the key issues that European Commission shall address in reviewing the ""5G Action Plan"" were among the main topics discussed during the European 5G Conference's first session on 23 February 2021.  During the session, the BEREC Chair Michel Van Bellinghen (BIPT, Belgium) emphasized, that 5G will be the cornerstone for digital connectivity and a significant economic growth driver. He said: ”Fast roll-out of 5G networks is a prerequisite for the long-term competitiveness and sustainability of the EU. In the backdrop of the Connectivity Recommendation and the upcoming Broadband Cost Reduction review, we see a turnaround towards the “greening” of telecom infrastructure and services"". 5G is one of BEREC’s strategic priorities set out in the strategy for 2021 – 2025. The BEREC Chair underlined that the challenges to address range from work on standards, interoperability, new business models, spectrum availability to  network sharing, coverage, Quality of Service (QoS), security and resilience. During the virtual event, the BEREC Chair also emphasized that achieving full connectivity by massive deployment of 5G and fiber networks is essential. Therefore, BEREC also dedicates its work to the  copper switch off, backhaul, the Electromagnetic Fields workshop, exchange of 5G experiences and coverage indicators. Michel Van Bellinghen reminded that BEREC is a trustworthy partner to the EU institutions in the backdrop of the European digital policy. Within the NIS Cooperation Group, our expertise already contributes to the analysis of the implementation of 5G toolbox strategic measures, particularly the diversification of suppliers and strengthening national resilience.  During the conference, the BEREC Chair invited to seize the opportunity for enhancing the connectivity, benefiting end-users. With vaccination and end of the winter, the realm of freedom is still away. The improved connectivity will let people celebrate the end of the winter and the advent of the first sun,  at least virtually.  Enhanced connectivity of the end-users should be achieved in a sustainable manner since the green transition in telecoms is inevitable. One of the significant turnarounds of this green transition is the Connectivity Recommendation. It allows BEREC and the National Regulatory Authorities together with other competent authorities, such as RSPG, to be involved in the establishment of the Connectivity Toolbox."	https://berec.europa.eu/eng/news_and_publications/whats_new/8072-5g-is-a-significant-economic-growth-driver
BEREC_UNK_0035	8047	2021-02-15	UNK	New General Authorization Database hosted by BEREC	New General Authorization Database hosted by BEREC 15 February 2021 Tweet The EU co-legislators have assigned the Body of the European Regulators for Electronic Communications to establish and maintain a database of notifications transmitted to the competent authorities by undertakings subject to general authorisation. All the notifications received before 21 December 2020 shall be forwarded to BEREC by 21 December 2021. Find the database here. In the required notifications, the providers of the electronic communications networks and services shall include necessary information on the company, i.e. the name, legal status, geographical address, website address, the description of networks or services intended to offer and the estimated date for starting the activity. The establishment of such database is foreseen in the European Electronic Communications Code. For entering the electronic communications market, the providers of the electronic communications networks and services shall submit a declaratory notification without bearing any administrative costs. In the Code, it is outlined, that such statement could be made available via a single entry point, e.g., the database, at the competent authorities' website, where applicable, associated with the provision of electronic communications networks or services. Moreover, the Member States shall not impose any additional or separate notification requirements.	https://berec.europa.eu/eng/news_and_publications/whats_new/8047-new-general-authorization-database-hosted-by-berec
BEREC_UNK_0036	8032	2021-02-08	UNK	The new numbering resources database available on the BEREC website	The new numbering resources database available on the BEREC website 08 February 2021 Tweet As of today, 8 February 2021, the new numbering resources database is available on the BEREC website. The co-legislators have entrusted BEREC to establish and the EU Agency for Support for BEREC to maintain the database. For this purpose, Member States shall transmit the relevant information to BEREC. The EECC made a step towards harmonisation, but many details remain in national competence. In this respect, BEREC is required to constantly monitor each Member State's implementation status to be able to establish the database and keep it up to date. Information regarding the number ranges with a right of extraterritorial use within the European Union or European Economic Area is organised in records. In the database, among other, there is information on country codes, number ranges, maximum and minimum number lengths. There are also links to the general rules or relevant conditions for the Member States in the database. Moreover, the database also contains information on the number ranges with a right of extraterritorial use only in European Union and European Economic Area. The European Electronic Communications Code foresees that the numbering resources database will enable an extraterritorial use of non-geographic numbers within the EU to provide non-interpersonal communications services.   The ‘extra-territorial use of numbers’ refers to the use of a particular country’s numbering resources by a foreign service provider in its home country. Hence, this term does not refer to permanent roaming situations. Whilst ‘non-interpersonal communications services’ encompasses different types of services. They include mobile internet access services, machine-to-machine/Internet of Things services and other services within an M2M/IoT context, such as communication with autonomous devices (e.g. remote setting of devices, etc.).	https://berec.europa.eu/eng/news_and_publications/whats_new/8032-the-new-numbering-resources-database-available-on-the-berec-website
BEREC_UNK_0037	7896	2020-12-23	UNK	A better connectivity for a better future, agrees BEREC and FCC within the discussion 	A better connectivity for a better future, agrees BEREC and FCC within the discussion 23 December 2020 Tweet The regulatory strategies and measures employed in Europe and the US to ensure connectivity during the pandemics were among the topics discussed between the incoming BEREC Chair 2021 Michel Van Bellinghen (BIPT, Belgium) and the outgoing Federal Communications Commission (FCC, USA) Chairman Ajit Pai. The International Institute of Communications (IIC) organized a virtual discussion within the video series – IN CONVERSATION. During the informal discussion between two leaders, the incoming BEREC Chair emphasized the role of connectivity during the pandemics and in the future, highlighting the BEREC achievements in monitoring the potential network congestions during the past nine months. Michel Van Bellinghen said: “The period of pandemics was also an important test for our net neutrality regulation. In Europe, the operators are authorized to apply to exception traffic management measures to prevent congestion with an important condition – the equivalent categories of traffic shall be treated equally.” The FCC Chairman Ajit Pai mentioned the so-called “Keep Americans connected” pledge to ensure private-public partnerships during pandemics for the benefit of end-users. During the discussion, both speakers agreed that BEREC plays a vital role in pushing for fibre connectivity in Europe. Michel Van Bellighen explained that for the switch-off from copper to fibre, investments are crucial. Therefore, the regulatory and legal certainty can help to attract investors. Regarding the upcoming wireless plans, the incoming BEREC Chair shortly described the European situation in terms of coordination in 5G spectrum bands and security issues. The speakers concluded the discussion with the exchange of thoughts on the regulatory philosophy and how the public interest definition has changed. During this part of the talk, the European initiative to regulate digital platform was addressed. Mr. Pai also focused on whether there should be an American federal privacy law.	https://berec.europa.eu/eng/news_and_publications/whats_new/7896-a-better-connectivity-for-a-better-future-agrees-berec-and-fcc-within-the-discussion
BEREC_UNK_0038	7898	2020-12-23	UNK	BEREC wishes you a wonderful Holiday Season	BEREC wishes you a wonderful Holiday Season 23 December 2020 Tweet This has been an exceptional year, but despite the global pandemic BEREC has managed to keep all the plans and deadlines. BEREC has not been sitting idle waiting, but instead BEREC has been working hard to deliver no less than 11 guidelines (8 in 2020) to help promote a consistent application of the Electronic Communication Code among NRAs across Europe and to reduce regulatory uncertainty in the industry. Despite the situation BEREC has engaged extensively with our global MoU partners. Cooperation and a collaborative ICT regulation is more important than ever. The importance of inclusive access to the Internet for a range of issues: health, education and the economy, has become evidently clear. BEREC has also been committed to delivering the BEREC Summary Reports on the status of internet capacity, regulatory and other measures in light of the Covid-19 crisis, which is an important exercise launched this year in order to keep track of the impact of the pandemic on the electronic communications sector. The changes we had to manage with COVID-19 has truly brought our community together and we have had the opportunity to come together and use new regulatory approaches to accelerate the inclusive growth of ICTs. We are very thankful for your valuable contributions throughout this year and are looking forward to follow this path in the coming years. From the BEREC-family we would like to wish you a Happy Holiday Season!	https://berec.europa.eu/eng/news_and_publications/whats_new/7898-berec-wishes-you-a-wonderful-holiday-season
BEREC_UNK_0039	7885	2020-12-22	UNK	Promoting full connectivity, supporting sustainable and open digital markets and empowering end-users – BEREC presents its Work Programme for 2021	Promoting full connectivity, supporting sustainable and open digital markets and empowering end-users – BEREC presents its Work Programme for 2021 22 December 2020 Tweet At the last public debriefing of this year, incoming BEREC Chair Michel Van Bellinghen (BIPT, Belgium) presented BEREC's Work Programme (WP) for 2021. By focusing on the three high-level priorities – promoting full connectivity, supporting sustainable and open digital markets and empowering end-users – BEREC aligns its WP 2021 with the BEREC Strategy 2021-2025. Some of BEREC's key objectives in 2021 are the availability of Very High Capacity Networks and 5G services, accompanied by promoting the rollout of fibre and 5G. Meanwhile, in 2020 the Guidelines' establishment under the European Electronic Communications Code (EECC) played an essential role in BEREC's work. The WP 2021 sets out a shift of this work towards the monitoring and assessing the Guidelines as a focal point. Following Article 21 of the BEREC Regulation, the WP 2021 has been subject to public consultations from 6 October until 5 November 2020 to reflect the views of interested parties. Similarly, stakeholders are going to be invited to forward their input for the WP 2022. To ensure active engagement of interested parties elected BEREC Chair will launch a call for input in Q1 2021.	https://berec.europa.eu/eng/news_and_publications/whats_new/7885-promoting-full-connectivity-supporting-sustainable-and-open-digital-markets-and-empowering-end-users-berec-presents-its-work-programme-for-2021
BEREC_UNK_0040	7841	2020-12-19	UNK	Cybersecurity of 5G networks – online workshop 	Cybersecurity of 5G networks – online workshop 19 December 2020 Tweet On 21 December 2020, BEREC and the European Union Agency for Cybersecurity (ENISA) are jointly organizing a virtual workshop on 5G cybersecurity toolbox developments and the ways forward. The aim of the event is to gather the ideas for the future work needed for the 5G toolbox implementation and to receive feedback on the work done so far at the EU level. During the workshop, the BEREC, ENISA and the European Commission experts will present and discuss the EU-wide 5G Cybersecurity toolbox implementation process, its technical measures as well as the views of the National Regulatory Authorities’ and market and regulatory perspective. The virtual event is open to experts, particularly interested in the cybersecurity of 5G networks. Participants from the EU telecom sector are highly encouraged to take part in the interactive session at the end of the event. To participate at the event, please register on the BEREC website by 18 December. Participants are invited to submit questions at the registration to the event or email them to workshop@berec.europa.eu before and/or during the event. The questions can be also posted on Twitter by using the dedicated hashtag - #BERECworkshop.	https://berec.europa.eu/eng/news_and_publications/whats_new/7841-cybersecurity-of-5g-networks-online-workshop
