id	date	title	text	url
ACER_NEWS_0047	2020-12-08	ACER adopted five Decisions fostering the integration of the European electricity networks and markets	" Section 1 Body Html​​​The European Union Agency for the Cooperation of Energy Regulators (ACER) adopted five Decisions, marking a milestone in securing the electricity network operation in Central and South East Europe and setting up an effective and cost efficient coordination for remedial actions.Safeguarding the electricity networkTwo Decisions establish the methodology for regional operational security coordination (ROSC) in the Central (Core) and South East Europe (SEE) capacity calculation regions (CCR). The methodologies provide rules for an efficient and effective coordination of remedial actions on a cross-border level in both regions, therefore safeguarding the electricity network. Minimising the costs for Transmission System OperatorsA third Decision sets up the methodology for coordinating the redispatching and countertrading, which represent a sub-set of remedial actions from the regional operational security coordination in the Core CCR. This methodology establishes coordinated and efficient redispatching and countertrading, used by Transmission System Operators (TSOs) to solve network congestions. Fostering a fairer distribution of network congestion costsTwo Decisions concern the methodologies for sharing the costs of redispatching and countertrading in the Core and South East Europe CCR. By applying the “polluter pays"" principle, those TSOs from areas that are identified as responsible for congestions need to bear the corresponding redispatching and countertrading costs to solve them.Access all Decisions.​"	https://extranet.acer.europa.eu/Media/News/Pages/ACER-adopted-five-Decisions-fostering-the-integration-of-the-European-electricity-networks-and-markets.aspx
ACER_NEWS_0048	2020-12-08	Electricity Regulatory Forum: ACER welcomes discussion on the relevance of the Clean Energy Package implementation	" Section 1 Body Html​The European Agency for the Cooperation of Energy Regulators (ACER) welcomed the valuable discussions at the Electricity Regulatory Forum (#FlorenceForum), held on 7-8 December 2020. The Forum emphasised the critical importance of Clean Energy Package implementation as a key pillar to addressing the challenges of the European Green Deal at lower cost. The Forum, organised by the European Commission, brings together Members States, regulators and industry.Clean Energy Package -  not yet doneIn his key messages on the Green Deal to the Forum, ACER Director, Christian Zinglersen said: “While a lot of progress has been achieved in the electricity sector over the last 10 years, the temptation is sometimes high to move on as attention shifts to new and important challenges, we should not fall for this trap to “tick the box"" on electricity market integration. It is not done yet!' Green Deal issues such as the new off shore wind strategy are underpinned by technical work.  Key issues addressed at this Florence Forum included:bidding zone configurationthe 70% cross-zonal target for interconnectorsresource adequacy cyber security TSO-DSO cooperation flexibilityBidding ZonesACER emphasised the necessity of an unbiased, sound, technical and neutral bidding zone review.Resource Adequacy and Capacity MechanismsThe Forum sees that a well-functioning market should be the first approach to ensure adequacy before introducing a capacity mechanism and for this purpose, the market reform plans have to be implemented in a timely manner by the Member States.ACER in close collaboration with ENTSO-E, took the first steps this year in developing and adopting methodologies underpinning future European-wide resource adequacy assessments, informing the assessment done nationally. Effective cross-border participation in capacity mechanisms shouldReflect actual contributions to resource adequacyEnsure non-discrimination between domestic and foreign capacity providersProvide efficient signals for investment and operationsCapacity Allocation and Congestion Management (CACM) amendmentsACER will consult stakeholders on the scope of the amendments for the ACER recommendation on CACM.70% Cross- Zonal CapacityCalling for Transmission System Operators (TSOs) to make more interconnector capacity available for cross-zonal trade (as per the minimum 70% target), ACER provided a glimpse into its upcoming 70% Report (to be published before year end). Most TSOs made a noticeable effort to provide extensive and accurate data. Data is still an issue for the Nordic and Baltic regions (no data at all) and for Italy North and in France. On DC borders, the 70% target was fulfilled most of the time with few substantial exceptions whereas on AC borders there is significant room for improvement.ACER welcomes that CEP implementation remains the priority in the next yearsACER remains fully committed to this implementation process and, in close coordination with NRAs, to minimising potential delays. In that respect, the following ACER's deliverables will represent key milestones to the market integration process:The implementation of the ACER's decisions on the European resources adequacy assessment The implementation of the ACER's decision on the methodology for the bidding zone review The implementation of the ACER's decisions on cost-sharing of redispatching and countertrading for the Core and SEE regionsThe forthcoming ACER's special edition report on the 70% target ​ACER is also committed to taking its full part to the network codes and guidelines' amendment process. ACER presented to this Florence Forum on: its planning for the amendments of the guideline on Capacity Allocation and Congestion - Management (CACM); the amendment of grid connection network codes; the 70% target;Resource adequacy and capacity mechanismVisit ​​the European Commission website for the Forum agenda, conclusion and slides. What's coming next?14 Dec: MESC-meeting on the scope of the amendments for CACM recommendation18 Dec '20: Publication of the ACER Report on the 70% cross-zonal target 21 Jan '21: ACER webinar on 70% cross-zonal target"	https://extranet.acer.europa.eu/Media/News/Pages/Electricity-Regulatory-Forum-ACER-welcomes-.aspx
ACER_NEWS_0049	2020-12-04	ACER decides on a common methodology for splitting long-term cross-zonal electricity capacity in three Member States	 Section 1 Body Html​​The European Union Agency for the Cooperation of Energy Regulators (ACER) publishes today a Decision establishing the common methodology for splitting long-term cross-zonal electricity capacity in Bulga​ria, Greece and Romania (the South East Europe Region). This methodology will foster a coordinated and more integrated usage of long-term capacity in the region.The application of this methodology will follow the implementation of the long-term capacity calculation methodology for the South East Europe region. The latter was approved on 22 October 2020 by the regulatory authorities of the region, and should be implemented no later than 1 January 2023.Access the Decision.Find out more details on ​the methodology for splitting long-term cross-zonal electricity capacity. ​	https://extranet.acer.europa.eu/Media/News/Pages/ACER-decides-on-a-common-methodology-for-splitting-long-term-cross-zonal-electricity-capacity-in-three-Member-States.aspx
ACER_NEWS_0050	2020-12-02	Cost of electricity losses driving significant increase in Inter-TSO compensation fund which now reaches 289 million euros	 Section 1 Body HtmlThe Inter-Transmission System Operator Compensation (ITC) mechanism increased by 13% surpassing 289 million euros according to the latest annual ACER Report on the implementation of this fund. The ITC fund compensates Transmission System Operators (TSOs) for the costs incurred on national transmission systems due to hosting cross-border flows of electricity.The increase of the fund -established by the European Network of Transmission System Operators for Electricity (ENTSO-E) – is explained mainly by a significant 23 % rise in the weighted average value for transmission losses, while the volume of transmission losses due to transits went actually down by 2% in 2019.The report also shows how non-ITC countries contributed 20.9 million euros to the fund, 38 % more than the year before. Access the Report. 	https://extranet.acer.europa.eu/Media/News/Pages/Cost-of-electricity-losses-driving-significant-increase-in-Inter-TSO-compensation-fund-which-now-reaches-289-million-euros-.aspx
ACER_NEWS_0051	2020-11-26	ACER decides methodology for electricity bidding zone review and will evaluate alternative configurations	 Section 1 Body Html​The European Union Agency for the Cooperation of Energy Regulators (ACER) published today a Decision​ on the methodology and assumptions to be used in the bidding zone review process and for the alternative bidding zone configurations to be considered, according to the EU Regulation on the internal market for electricity.The proposed package for the bidding zone review was developed by the Transmission System Operators (TSOs) and was referred to ACER in July 2020 by the relevant regulatory authorities, as a unanimous agreement could not be found.The Decision of ACER includes two key aspects:Approval of the bidding zone review methodology and assumptions to be used for the bidding zone review process, subject to the necessary amendments. A request to TSOs to provide results derived from a Locational Marginal Pricing (LMP) analysis to enable ACER to take a Decision on alternative bidding zone configurations. ​Access the Decision and its Annexes.	https://extranet.acer.europa.eu/Media/News/Pages/ACER-decides-methodology-for-electricity-bidding-zone-review-and-will-evaluate-alternative-configurations.aspx
ACER_NEWS_0052	2020-11-26	ACER to decide on the definition of capacity calculation regions	 Section 1 Body Html​The European Union Agency for the Cooperation of Energy Regulators (ACER) have received a proposal from all Transmission System Operators (TSOs) for the definition of capacity calculation regions. This proposal envisages all European Union's bidding zone borders to be grouped into different capacity calculation regions, taking into consideration the interdependencies between their cross-zonal capacities. Different regional methodologies (such as capacity calculation, re-dispatching and countertrading) will be applied on the various capacity calculation regions.An effective coordination between bidding zone borders allows an optimal use of transmission infrastructure across Europe, resulting in positive welfare gains for consumers. These benefits are often determined on the level of capacity calculation regions and the applications of their respective regional methodologies, which is why an efficient determination of the capacity calculation regions is of significant importance to the internal electricity market. ACER must reach a Decision by 9th May 2021.	https://extranet.acer.europa.eu/Media/News/Pages/ACER-to-decide-on-the-definition-of-capacity-calculation-regions-.aspx
ACER_NEWS_0053	2020-11-19	ACER grants Continental Europe’s regulatory authorities an extension to decide on additional properties for frequency containment reserves	 Section 1 Body Html​​​The European Union Agency for the Cooperation of Energy Regulators (ACER) issued a Decision accepting the request for an extension submitted by Continental Europe (CE) synchronous area regulatory authorities and prolonging their period to decide on the proposal for additional properties for frequency containment reserves. The regulatory authorities for energy in Austria, Belgium, Bulgaria, Croatia, Czechia, Denmark, France, Germany, Greece, Hungary, Italy, Luxembourg, the Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia and Spain will have until 24 January 2021 to reach an agreement on the proposal.Such extension allows an additional three months for some CE regulatory authorities to conduct a public consultation at national level on the text of the proposal, as provided by their national frameworks. ACER considered this request as admissible and justified.Access the ACER Decision 28/2020.​	https://extranet.acer.europa.eu/Media/News/Pages/ACER-grants-Continental-Europe%E2%80%99s-regulatory-authorities-an-extension-to-decide-on-additional-properties-for-frequency-conta.aspx
ACER_NEWS_0054	2020-11-18	ACER rejects the long-term capacity calculation methodology for the Baltic Capacity Calculation Region	 Section 1 Body Html​​​​​The European Union Agency for the Cooperation of Energy Regulators (ACER) published today its ​Decision on the rejection of the capacity calculation methodology for the long-term timeframe of the Baltic capacity calculation region (Latvia, Lithuania, Estonia, Finland and Sweden) in accordance with Article 10 of the Commission Regulation (EU) 2016/1719 establishing a Guideline on Forward Capacity Allocation (FCA Regulation).In May 2020, ACER was informed by the regulatory authorities of the Baltic capacity calculation region (CCR) that they could not agree on the proposal made by the Nordic Transmission System Operators (TSOs) for a capacity calculation methodology for the long-term timeframe, and is therefore competent to decide on this proposal.ACER has decided to reject the proposal and to request the Baltic TSOs to resubmit a new one at the latest 24 months after its decision. The main reason for this rejection is that ACER is not able to revise the Baltic TSOs' proposal to make it compliant with the​​ FCA Regulation given the number and complexity of issues related to the upcoming synchronisation of the Baltic synchronous area with the Continental synchronous area.Read more on ACER Decision No 27/2020. ​	https://extranet.acer.europa.eu/Media/News/Pages/ACER-rejects-the-long-term-capacity-calculation-methodology-for-the-Baltic-Capacity-Calculation-Region.aspx
ACER_NEWS_0055	2020-11-17	ACER consults to revise gas tariffs formation for short-term capacity	 Section 1 Body Html​The European Union Agency for the Cooperation of Energy Regulators (ACER) launches today a public consultation to assess the possibility of setting a cap for multipliers for day-ahead and within-day capacity products. Multipliers are used to set tariffs for short-term gas transmission capacity products and can affect the balance between short term and long term contracted capacity.The Network code on Harmonised transmission tariff structures for gas sets out that the level for day-ahead and within-day multipliers for standard capacity products shall be no less than 1 and no more than 3. Lower multipliers applied to short-term capacity products can incentivise shorter-term capacity bookings while higher multipliers on those products can incentivise longer-term capacity bookings. The Network Code also provides the possibility for the Agency to issue a recommendation to cap day-ahead and within-day multipliers to 1.5. The objective of this consultation is to gather views and information from stakeholders on the impact of day-ahead and within-day multipliers in order to assess the possibility of publishing a recommendation to limit the level of day-ahead and within-day multipliers.The Agency invites stakeholders to provide their views on the impact of day-ahead and within-day multipliers in order to assess the possibility of publishing a recommendation to limit the level of day-ahead and within-day multipliers.ACER seeks comments of interested stakeholders on the impact of multipliers on market integration. Share your views by 9 December 2020 23:59 (CET). Find out more about the Public Consultation. 	https://extranet.acer.europa.eu/Media/News/Pages/ACER-consults-to-revise-gas-tariffs-formation-for-short-term-capacity.aspx
ACER_NEWS_0056	2020-10-28	ACER extends period for reaching an agreement on AT-IT electricity interconnection’s exemption request	 Section 1 Body Html​​Following the request from the regulatory authorities of Austria (E-Control) and Italy (ARERA), the European Union Agency for the Cooperation of Energy Regulators (ACER) decided to extend the six-month period for reaching an agreement on the exemption request of Alpe Adria Energia srl on the 220 kV interconnection power line between Somplago and Würmlach.ACER agrees with the national regulatory authorities that the assessment of the exemption criteria requires complex calculation and modelling by the concerned Transmission System Operators (TSOs) regarding the forecasted cross-zonal capacities.ACER finds the requested extension for reaching an agreement by 5 February 2021 as reasonable and appropriate to obtain the necessary data from the TSOs and, on that basis, to assess the exemption criteria.Access th​e Decision.​	https://extranet.acer.europa.eu/Media/News/Pages/ACER-extends-period-for-reaching-an-agreement-on-the-AT-IT-electricity-interconnection%E2%80%99s-exemption-request.aspx
ACER_NEWS_0057	2020-10-27	ACER approves principles for sharing costs of ensuring firmness and remuneration of long-term transmission rights	 Section 1 Body Html​​​The European Union Agency for the Cooperation of Energy Regulators (ACER) publishes a Decision on the principles for sharing the costs of ensuring firmness and remuneration of long-term transmission rights (LTTRs).The Decis​ion determines two sets of rules for sharing the costs incurred by Transmission System Operators (TSOs):The first principle regulates the costs incurred in case of long-term cross-zonal capacity's curtailment before the day-ahead firmness deadline. This can happen to ensure the operation remains within the operational security limits.The second principle manages the costs incurred to remunerate the long-term transmission rights after the re-allocation of cross-zonal capacity to the single day-ahead coupling. The principles will be applied together with the regional capacity calculation methodologies.Find out more about ACER Decision 25/2020​.	https://extranet.acer.europa.eu/Media/News/Pages/ACER-approves-principles-for-sharing-costs-of-ensuring-firmness-and-remuneration-of-long-term-transmission-rights.aspx
ACER_NEWS_0058	2020-10-26	Energy bills continue to be very different across EU Member States	" Section 1 Body Html​The prices consumers pay for their energy increased and continue to be very different across the EU. Compared to 2009, average electricity household prices in 2019 increased significantly, faster than inflation. The existence of regulated prices in some Member States can limit the entry of new suppliers and reduce consumer choice. Such choice will be important to enable consumers to unlock cost savings in their energy bills where possible, particularly when some of the non-contestable aspects (network, taxes, levies) may increase in the future to deliver decarbonisation.For consumers to be able to shop around for better prices and services, smart meters and reliable comparison tools are essential. However, the presence of these continues to vary across Member States, albeit with improvement in recent years. Market concentration levels continue to improve, but too slowly, with electricity markets performing better than gas markets. It is worth reflecting on the impact that COVID-19 is currently having on the energy sector, prompting a variety of responses from national regulatory authorities, mainly geared towards protecting energy supply for consumers.These are some of the findings in the latest edition of the Energy Retail and Consumer Protection Volum​e​ of the annual report on the results of monitoring the internal electricity and gas markets in 2019 (MMR), published today by the European Union Agency for the Cooperation of Energy Regulators (ACER) and the Council of European Energy Regulators (CEER). The report includes two other already-published volumes analysing the electricity and gas wholesale markets. ACER and CEER develop the MMR with the support of the Energy Community Secretariat.  All volumes can be found here.Join us for a joint ACER/CEER webinar to present the results of the latest MMR results at 10:30 CET on 28 October.How did retail energy prices perform in 2019?The report shows that average energy prices in 2019 increased for energy consumers, with the exception of average industrial gas prices, which recorded a decrease. The analysis also shows that the difference between wholesale and retail prices widened in 2019. A strong correlation between retail and wholesale energy prices is observed when wholesale energy prices increase. However, a weaker correlation is noted with regard to a fall in retail prices following a fall in wholesale energy prices. Such “sticky prices"" can result in energy consumers paying higher than needed prices for their energy consumption. While it is not expected that retail prices will always decrease at the same rate as wholesale price reductions, empowering energy consumers may assist in placing downward pressure on suppliers to decrease retail prices. How can consumers be further engaged to find the best prices?The Clean energy for all Europeans package recognises the important role that European energy consumers will play in achieving decarbonisation goals. At present, consumer engagement in retail energy markets is limited in some MS due to the presence of regulated prices. As these MS move to market-based prices, the energy consumer will have a wider choice of retail suppliers. The rate of consumers switching suppliers ranges from 1% to 20% across the EU. As regulated prices are phased out, it is expected that consumer participation will increase. However, consumers need to have the right tools allowing them to make informed decisions. For example, smart meters provide consumers with real-time information on their energy consumption, enabling their active participation in the market. However, a full smart meter roll-out has been completed only in nine MS. Meanwhile, comparison tools, which help consumers find the best offer for their needs, exist in 20 and 15 MSs for electricity and gas, respectively. The report notes that millions of complaints were filed by consumers to their suppliers (and distribution system operators, DSOs) in 2019, most often regarding invoicing issues to their suppliers and metering-related issues to their DSOs."	https://extranet.acer.europa.eu/Media/News/Pages/Energy-bills-continue-to-be-very-different-across-EU-Member-States.aspx
ACER_NEWS_0059	2020-10-21	Electricity wholesale markets continue to integrate in the EU but cross-border capacity is limited	 Section 1 Body Html​​​Electricity price convergence in the EU increased signalling a further integration of electricity wholesale markets; however, the amount of cross-border capacity available for trade among Member States remains insufficient to meet the minimum EU target of 70%. These are some findings of the Electricity Wholesale Markets Volume of the latest report on the results of monitoring the internal electricity and gas markets (MMR) published today by the European Union Agency for the Cooperation of Energy Regulators (ACER) and the Council of European Energy Regulators (CEER). The report also finds that several Member States continue to use national capacity mechanisms – policy instruments to ensure the necessary level of resource adequacy – even if they do not always face an adequacy problem. The research covers 2019, but it also includes a preliminary assessment of the impact of the COVID-19 pandemic on electricity markets.  The latest edition of the MMR consists of three volumes: Electricity Wholesale; Gas Wholesale; and a combined volume including Retail Markets and Consumer Protection, to be published on 26 October. All volumes can be found here. ACER and CEER develop the MMR with the support of the Energy Community Secretariat. ​You can register for a webinar with our experts on the latest MMR results at 10:30 CET on 28 October​.Mixed picture: progress and delaysOn the one hand, some progress was observed in several aspects of market integration. For example, in 2019, prices converged fully almost 50% of the time in the so-called Central-West Europe region, including Austria, Belgium, France, Germany, Luxemburg and the Netherlands. Moreover, thanks to the integration of day-ahead markets, cross-border capacity was used efficiently during all hours on more than two thirds of EU borders. On the other hand, the extension of the flow-based market coupling project to Croatia, Czech Republic, Hungary, Poland, Romania, Slovakia and Slovenia in the so-called Core region has been facing recurrent delays. Accomplishing market coupling in all market timeframes across EU borders would render additional welfare benefits of more than 1.5 billion euros per year.How is COVID-19 affecting the EU electricity markets? Electricity demand dropped by 7% in the first half of 2020 compared to 2019 and prices decreased in all EU markets. Despite the pandemic, market integration continued. For example, thanks to the intraday market integration project, intraday liquidity increased by more than 25% compared to the same period of 2019. The use of renewable energy accounted for 40% of the generation mix in the EU in the first half of 2020 and for the first time surpassed the share of fossil fuels in the generation mix.Some of the main challenges: A more coordinated approach to ensure security of supply and sufficient cross-border capacityElectricity systems are facing unprecedented changes, and achieving the desired levels of security of supply at a low cost for end-consumers is essential. Capacity mechanisms remain in several Member States with a total cost of 3.9 billion euros, representing a 73% increase in 2019 compared to 2018. ACER acknowledges that these mechanisms may contribute to ensuring security of supply but recommends that Member States implement them based on a robust and coordinated resource adequacy assessment.Another remarkable challenge refers to the amount of cross-border capacity available for trade, which continues to be insufficient. ACER will soon publish a dedicated report on the issue, in view of the 70% capacity target envisaged in the Clean Energy Package (CEP), covering the first semester of 2020. The CEP offers a portfolio of instruments to achieve the 70% target. In the short term, Member States may opt for transitory measures, such as derogations or action plans, apply remedial actions like redispatching and countertrading, or improve the configuration of bidding zones. In the long term, Member States may expand or reinforce networks. In this respect, ACER is currently involved in two of these instruments. In particular, ACER is in the process of approving a number of regional methodologies for coordinated redispatching and countertrading and is assessing the methodology, assumptions and alternative bidding zone configurations to be considered for the bidding zone review. ​	https://extranet.acer.europa.eu/Media/News/Pages/Electricity-wholesale-markets-continue-to-integrate-in-the-EU-but-cross-border-capacity-is-limited.aspx
ACER_NEWS_0060	2020-10-06	ACER consults on products that can be taken into account in day-ahead coupling	 Section 1 Body HtmlThe European Union (EU) Agency for the Cooperation of Energy Regulators (ACER) launc​​hes today a public consultation on the proposal on products that can be taken into account in day-ahead coupling made by all Nominated Electricity Market Operators (NEMOs).The proposal was made according to the EU Regulation establishing a guideline on capacity allocation and congestion management.All interested parties are invited to submit their comments by 27 October 2020.​Find out more about the Public Consultation​​.	https://extranet.acer.europa.eu/Media/News/Pages/ACER-consults-on-products-that-can-be-taken-into-account-in-day-ahead-coupling.aspx
ACER_NEWS_0061	2020-10-06	ACER consults on barriers to efficient price formation and easy entry and participation in European electricity markets	 Section 1 Body Html​​​​In September 2020, in the framework of the Clean Energy Package, ACER initiated a study on the efficient price formation, easy market entry and participation for new players and small actors in the European electricity markets. The analysis aims at supporting European and national policy makers to better identify and remove market barriers, as well as monitoring the progress of the EU energy markets' design.ACER seeks comments of interested stakeholders to detect the most relevant issues to be addressed in the study. Share your views by 25 October 2020, 23:59 hrs (CET) ​1 November 2020, 23:59 (CET)​Find out more about the Public Consultation​.	https://extranet.acer.europa.eu/Media/News/Pages/ACER-consults-on-barriers-to-efficient-price-formation-and-easy-entry-and-participation-in-European-electricity-markets.aspx
ACER_NEWS_0062	2020-10-05	ACER sets the methodologies to assess electricity resource adequacy in the EU	 Section 1 Body Html​​​​​​​​The European Union Agency for the Cooperation of Energy Regulators (ACER) publishes today  two decisions on the methodologies for assessing whether the EU, as a whole, has sufficient electricity resources to meet its future electricity needs. These methodologies, mandated by the Clean Energy Package legislation, are key in ensuring and improving the security of Europe’s electricity supply. 	https://extranet.acer.europa.eu/Media/News/Pages/ACER-sets-the-methodologies-to-assess-electricity-resource-adequacy-in-the-EU.aspx
ACER_NEWS_0063	2020-10-01	Call for experts: ACER expert group on wholesale energy market trading	 Section 1 Body Html​​​​​The European Union Agency for the Cooperation of Energy Regulators (ACER) launches today a call for a new consultative expert group on wholesale energy market trading. This group will advise the Agency on topics related to the EU Regulation on wholesale energy market integrity and transparency (REMIT) and will replace the Ad hoc REMIT Expert Group, which ended on 22 July 2020.  The scope of the Expert Group​The group will focus on providing advice on REMIT subjects, including market abuse prohibitions, compliance with the obligation on market participants to disclose inside information and other provisions. In providing advice, experts can delve into their multidisciplinary knowledge: considering REMIT and other EU regulations affecting energy trading and markets, including financial market regulation.The group may also be called on to provide advice to develop proposals for future reviews of REMIT, as well as to submit opinions on any issue related to ACER tasks in the REMIT domain. Would you like to find out more?​More information on the application process, the Terms of Reference and Rules of Procedure can be found in the Open Letter​.Apply by Wednesday ​28th October 2020.​	https://extranet.acer.europa.eu/Media/News/Pages/Call-for-experts-ACER-expert-group-on-wholesale-energy-market-trading.aspx
ACER_NEWS_0064	2020-09-29	ACER and the EFTA Surveillance Authority increase their cooperation	 Section 1 Body Html​​​The Agency and ESA - the European Free Trade Association (EFTA) Surveillance Authority, comprising Iceland, Liechtenstein and Norway - have concluded a Memorandum of Understanding (MoU)  to put in place practical arrangements to ensure good cooperation between ESA and ACER in relation to the European electricity and natural gas markets.On 5 May 2017​, the European Economic Area (EEA) Joint Committee incorporated into the EEA Agreement the 3rd Energy Package. The 3rd Energy Package improves the functioning of the internal energy market and resolves certain structural problems. It also established ACER. The 3rd Energy Package entered into force in the EEA Agreement on 3 October 2019.​​​ESA has been vested with the powers to adopt binding decisions addressed to national regulatory authorities of the EEA EFTA States. ESA's role in the EEA EFTA States mirrors the role of ACER in the EU Member States. 	https://extranet.acer.europa.eu/Media/News/Pages/ACER-and-the-EFTA-Surveillance-Authority-increase-cooperation.aspx
ACER_NEWS_0065	2020-09-28	Register for the Market Monitoring Report Webinar on 28 October	 Section 1 Body Html​​​The European Union Agency for the Cooperation of Energy Regulators (ACER) and the Council of European Energy Regulators (CEER) invite you to register for a joint webinar on 28 October to present the key findings of their latest Annual Report on the results of monitoring the internal electricity and gas markets (the Market Monitoring Report- MMR).The webinar will take place between 10.30 and 11.45 CET.Register and access the agenda.This year the MMR comprises three volumes analysing Europe's energy markets in 2019: the Gas Wholesale Volume;  the Electricity Wholesale ​Volume; and the Energy Consumer volume, both to be published on 26 October at this page​. Speakers at the webinar include ACER Director Christian Zinglersen, CEER President Annegret Groebel, and European Commission's Heads of Unit for Energy, Florian Ermacora and for Consumers, Jan Panek. 	https://extranet.acer.europa.eu/Media/News/Pages/Register-for-the-Market-Monitoring-Report-Webinartaking-place-on-28-October-.aspx
ACER_NEWS_0066	2020-09-24	Most trans-European energy projects allocate costs on a territorial basis, decisions appear to be taken to enable EU grants	" Section 1 Body Html​​​Most Cross-Border Cost Allocation Decisions (CBCA) for trans-European energy infrastructure are based on the so-called territorial principle so each country covers the project costs on its territory without cross-border compensation payments, according to the Fourt​h​ Monitoring Report on CBCA decisions published today by the European Union Age​ncy for the Cooperation of Energy Regulators (ACER). The Agency also finds that these decisions have a strong link with requests for EU funding for works under the Connecting Europe Facility (CEF) programme aimed at promoting growth through infrastructure.What is a CBCA Decision?​Based on a cost-benefit analysis, CBCA decisions may lead to cost sharing between countries which significantly benefit from the PCIs. For example, one or more net benefiting countries provide compensation payments to one or more countries showing a net negative impact from the project implementation (cost bearers). In practice, however, as the report shows, most decisions follow the so-called territorial principle.​​Main findings of the report:​Only 21% of the CBCA decisions establish cross-border payments between the hosting countries or deviate from the traditional approach in some other way.​Strong link found between CBCA decisions and requests for EU funding for works under the Connecting Europe Facility (CEF) programme. 90% of electricity and 57% of gas projects for which a CBCA decision was taken until June 2019 -deadline for the last concluded CEF call- were awarded grant for works. The number of CBCAs has become balanced between gas and electricity after an initial prevalence of gas projects.75% of the CBCA decisions are concluded for projects located in the Baltic region and between EU Member States in Central and Eastern Europe.NRAs reached agreements in all cases except two, which were referred to ACER.In terms of participation, the NRAs from Latvia (10), Estonia (7), Lithuania (7), Poland (5), Bulgaria (4), France (4) and Romania (4) have been involved the most in CBCA decisions.​The future of CBCAsCBCA decisions may play a more important role for implementing cross-border projects in the years to come. More electricity interconnections will be needed to facilitate the integration of increased renewable power generation in view of decarbonisation objectives, such as the deployment of vast offshore wind generation capacity. These developments may result not only in step-change in electricity infrastructure rollout, but also in a less territorial approach to cost allocation, especially in case many Member States become “transit countries"" as opposed to “off-take countries"".In gas, retrofitted interconnections could enable a pan-European market for decarbonised gases like hydrogen and support the integration of more renewable energy. Robust and reliable cost-benefit analyses are needed to inform decision-makers on the distribution of expected benefits across borders.The ACER-CEER Position on the Revision of the TEN-E Regulation and infrastructure governance reflects on the use of CBCA decisions so far and contains proposals for improving the relationship between the CBCA and the CEF, among others, by reconsidering their mandatory link.​​"	https://extranet.acer.europa.eu/Media/News/Pages/Most-trans-European-energy-projects-allocate-costs-on-a-territorial-basis,-decisions-appear-to-be-taken-to-enable-EU-g.aspx
